PuzzleId,Rating,Themes,OpeningFamily,Solved
03FZy,1843,crushing endgame knightEndgame long master quietMove,nan,False
03HfY,1866,advantage middlegame short,nan,False
03IMR,2139,doubleCheck mate mateIn2 opening pin short,Caro-Kann_Defense,True
03Ika,1844,deflection endgame long mate mateIn3,nan,True
03Il0,2061,advantage middlegame pin short,nan,False
03Iup,2155,attraction deflection endgame long master mate mateIn3 pin sacrifice,nan,False
03JVD,2048,advancedPawn crushing endgame long pin promotion rookEndgame,nan,False
03JVX,1995,crushing kingsideAttack long middlegame,nan,False
03JjV,2031,advantage attackingF2F7 long opening,nan,False
03KCz,1953,advantage long middlegame,Bishops_Opening,False
03M6W,1921,kingsideAttack long mate mateIn3 middlegame pin sacrifice,nan,False
03MDl,1803,attraction crushing deflection endgame veryLong,nan,False
03MYI,2024,crushing middlegame veryLong,nan,False
03N4m,2142,advantage long middlegame,nan,False
03NGi,1815,advantage hangingPiece opening short,Scandinavian_Defense,False
03NcI,1926,advantage long middlegame trappedPiece,Indian_Defense,False
03OJW,1939,crushing deflection discoveredAttack middlegame pin short,French_Defense,False
03Oqv,1999,attraction crushing discoveredAttack long middlegame,Rapport-Jobava_System,False
03PDd,2008,crushing defensiveMove endgame long queenEndgame quietMove,nan,False
03R9f,2145,endgame long mate mateIn3,nan,False
03RCd,1849,advantage long opening,nan,False
03RER,1916,crushing defensiveMove endgame knightEndgame veryLong,nan,False
03Rfm,1894,crushing endgame fork long,nan,False
03S7l,1802,endgame mate mateIn1 oneMove,nan,True
03TNb,1850,advantage long middlegame trappedPiece,nan,False
03TkB,1916,advantage middlegame short trappedPiece,nan,False
03U1f,2061,advantage defensiveMove long middlegame pin,nan,False
03UJM,1802,endgame hookMate mate mateIn2 short,nan,True
03Uc1,1843,advantage middlegame short,nan,True
03W3P,2001,crushing endgame long queensideAttack,nan,False
03Wag,1979,advantage endgame quietMove veryLong,nan,False
03WsH,1876,advantage opening short,nan,True
03WsY,1907,advancedPawn crushing defensiveMove endgame pawnEndgame quietMove veryLong,nan,False
03XXf,2103,crushing exposedKing long middlegame,nan,False
03XyJ,2149,advantage discoveredAttack endgame master short,nan,False
03YED,2200,advantage defensiveMove middlegame veryLong,nan,False
03YH7,2130,attraction crushing long middlegame,nan,False
03YO5,1870,advantage deflection kingsideAttack long middlegame,nan,False
03ZZq,1903,advantage attraction endgame fork long pin sacrifice,nan,False
03aCz,1968,advantage endgame fork pin veryLong,nan,False
03aEp,2020,advantage doubleCheck fork opening veryLong,French_Defense,False
03aJW,1987,advantage defensiveMove endgame short,nan,True
03bV3,2011,advantage opening short,nan,False
03cd7,1930,capturingDefender crushing long middlegame,Sicilian_Defense,True
03dHm,1981,advantage master middlegame short,nan,False
03fw0,2088,crushing endgame long quietMove,nan,False
03fz5,2060,advantage middlegame sacrifice skewer veryLong,nan,False
03gHj,2012,deflection discoveredAttack mate mateIn2 middlegame short,nan,False
03gXl,2150,advantage endgame short,nan,False
03hDc,2008,advantage defensiveMove endgame master short trappedPiece,nan,False
03hfJ,1957,crushing discoveredAttack enPassant opening pin short,Philidor_Defense,False
03iDV,2063,advancedPawn bishopEndgame crushing endgame promotion quietMove veryLong,nan,False
03l5q,1815,advantage middlegame short,Englund_Gambit,False
03o6y,1845,crushing exposedKing long middlegame pin,nan,False
03oay,1880,advantage defensiveMove endgame short,nan,False
03qIE,1842,advantage endgame short,nan,False
03r91,2137,crushing long middlegame quietMove,nan,False
03rNF,2086,advantage defensiveMove middlegame short,nan,False
03sEM,1896,advantage long middlegame,nan,False
03sY1,2013,crushing long middlegame,nan,False
03sgq,1904,advantage endgame short,nan,False
03u2u,2130,crushing defensiveMove endgame long master,nan,False
03uA2,2141,advantage hangingPiece long middlegame,nan,False
03uDG,2132,crushing enPassant kingsideAttack opening short,Sicilian_Defense,False
03uPF,1926,crushing discoveredAttack middlegame veryLong,Queens_Pawn_Game,False
03v12,1937,advancedPawn advantage enPassant kingsideAttack long middlegame pin sacrifice,nan,False
03v61,2064,advantage middlegame short,nan,False
03v8j,1803,advantage endgame interference short,nan,True
03vMK,1869,attraction crushing master middlegame sacrifice short,nan,False
03wBp,2123,advantage bishopEndgame endgame veryLong,nan,False
03ySM,2025,endgame mate mateIn2 sacrifice short,nan,False
03z37,2014,crushing long middlegame,Bird_Opening,False
040uH,2145,crushing fork long middlegame sacrifice,nan,False
0412e,2102,attackingF2F7 crushing middlegame pin sacrifice veryLong,nan,False
042DR,1831,crushing kingsideAttack long middlegame,nan,False
0434f,2046,advantage long middlegame,Scandinavian_Defense,False
043cb,2078,advancedPawn advantage endgame quietMove short,nan,False
043gg,2121,crushing intermezzo kingsideAttack long middlegame,Caro-Kann_Defense,False
044QL,2156,crushing deflection long middlegame sacrifice,nan,False
044uI,2152,advancedPawn advantage defensiveMove endgame long,nan,False
044xk,2084,crushing kingsideAttack long middlegame,nan,False
0459E,2007,crushing deflection kingsideAttack middlegame pin sacrifice veryLong,Italian_Game,False
045fP,1804,advantage clearance long middlegame,Caro-Kann_Defense,False
046Sy,1874,advantage intermezzo kingsideAttack long middlegame,nan,False
046aK,2153,crushing defensiveMove endgame sacrifice short,nan,False
047oD,1929,advantage fork middlegame pin sacrifice veryLong,nan,False
047pT,2176,crushing endgame long,nan,False
048cA,2042,crushing endgame exposedKing long quietMove rookEndgame,nan,False
049XY,1881,advantage attackingF2F7 attraction long master opening sacrifice,nan,False
04BSu,2141,clearance crushing endgame pin quietMove rookEndgame veryLong,nan,False
04BvX,1848,attraction crushing endgame fork long sacrifice,nan,False
04CUq,2075,attraction crushing deflection kingsideAttack middlegame sacrifice veryLong,Queens_Gambit_Accepted,False
04DFs,1986,advancedPawn crushing long middlegame promotion,nan,False
04E6r,2031,advantage deflection middlegame veryLong,nan,False
04EGI,2190,crushing endgame long rookEndgame,nan,False
04JOG,1957,crushing endgame veryLong,nan,False
04Lnq,1931,advantage opening short,nan,False
04Lu6,1941,crushing defensiveMove endgame long pawnEndgame quietMove,nan,False
04Mua,1925,advancedPawn advantage endgame long master masterVsMaster promotion rookEndgame,nan,False
04N9V,2135,advancedPawn advantage kingsideAttack long middlegame,nan,False
04NbB,2160,crushing middlegame skewer veryLong,nan,False
04OEL,2174,advantage defensiveMove endgame hangingPiece short,nan,False
04OIv,2080,advancedPawn advantage endgame promotion sacrifice veryLong,nan,False
04OzC,1920,endgame mate mateIn1 oneMove,nan,True
04QBi,1967,clearance mate mateIn2 middlegame queensideAttack sacrifice short,Caro-Kann_Defense,False
04QOU,2006,advantage long middlegame,nan,False
04Qe0,1903,crushing discoveredAttack endgame short,nan,False
04R0B,2033,advantage middlegame pin sacrifice short,nan,False
04RzI,2010,advantage long middlegame,Three_Knights_Opening,False
04TQD,1814,crushing endgame quietMove skewer veryLong,nan,False
04Vom,1939,crushing discoveredAttack middlegame quietMove short,nan,False
04WhH,2141,crushing defensiveMove endgame long quietMove rookEndgame,nan,False
04XX8,1990,advantage kingsideAttack long middlegame,Owen_Defense,False
04YBe,2102,advantage opening short,Queens_Gambit_Declined,False
04YPD,2034,crushing deflection endgame exposedKing long queensideAttack sacrifice skewer,nan,False
04Z40,2108,crushing endgame exposedKing long,nan,False
04aTA,2066,advantage long middlegame quietMove skewer,nan,False
04aZd,1829,crushing long middlegame,nan,False
04aiA,1901,crushing discoveredAttack endgame short,nan,False
04ajJ,2022,advantage long opening,Philidor_Defense,False
04c2r,1873,crushing long middlegame,nan,False
04eNc,2090,crushing master middlegame pin sacrifice short,nan,False
04fOd,2077,advancedPawn advantage long middlegame,nan,False
04gVt,2151,crushing middlegame quietMove veryLong,nan,False
04ilU,1914,crushing endgame long,nan,False
04imJ,1907,advantage long middlegame,nan,False
04jp6,2022,advancedPawn crushing endgame long,nan,True
04k9c,1820,advantage middlegame veryLong,nan,False
04kh5,1890,crushing intermezzo opening short,nan,False
04lr7,1953,advantage defensiveMove kingsideAttack middlegame pin veryLong,nan,False
04mms,1987,advantage endgame interference short,nan,False
04nDo,1932,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,nan,True
04nSJ,1920,crushing long middlegame,nan,True
04nzp,1865,discoveredAttack mate mateIn2 middlegame short,nan,False
04o4M,1901,attraction crushing discoveredAttack long middlegame sacrifice,nan,False
04oXW,2089,crushing endgame long,nan,True
04q9k,1852,crushing discoveredAttack middlegame short,nan,False
04sKi,2101,advantage discoveredAttack long middlegame,nan,True
04srL,2016,advantage kingsideAttack long opening,Queens_Pawn_Game,False
04tY2,1975,crushing defensiveMove endgame long sacrifice,nan,False
04tvr,2010,attraction crushing endgame fork sacrifice veryLong,nan,False
04tyQ,2011,advantage discoveredAttack middlegame veryLong,French_Defense,False
04uMY,2100,advantage endgame long,nan,False
04waF,2115,advantage defensiveMove long middlegame quietMove,Slav_Defense,False
04woM,2179,advantage hangingPiece middlegame veryLong,nan,False
04xJJ,2112,advantage defensiveMove long middlegame,Scotch_Game,False
04xnh,2156,advancedPawn crushing endgame pawnEndgame promotion veryLong,nan,False
050JQ,1891,advantage long middlegame,Caro-Kann_Defense,False
052ot,2069,crushing endgame interference queenEndgame veryLong,nan,False
0552M,1977,crushing endgame pawnEndgame veryLong zugzwang,nan,False
055TQ,2021,crushing defensiveMove endgame long zugzwang,nan,False
058i4,2122,advantage defensiveMove middlegame skewer veryLong,nan,False
05DPu,2194,crushing defensiveMove endgame long rookEndgame,nan,False
05EEo,1947,advantage endgame quietMove short,nan,False
05Ewv,2058,advantage discoveredAttack endgame fork sacrifice veryLong,nan,False
05F3k,1905,crushing long master middlegame pin,nan,False
05FMy,1852,crushing discoveredAttack endgame long,nan,False
05G5V,2064,advantage endgame short,nan,False
05GCA,1872,crushing discoveredAttack endgame short,nan,True
05GWj,2074,advantage opening short,nan,False
05HFT,1946,advantage endgame short,nan,False
05K7A,2171,crushing endgame long,nan,False
05K8d,1905,advantage endgame long,nan,False
05L0K,1842,crushing exposedKing long middlegame pin,Italian_Game,False
05Lym,1848,crushing endgame long rookEndgame,nan,False
05N1c,2144,advantage long opening,Kings_Indian_Defense,False
05O47,2040,advantage defensiveMove endgame hangingPiece long,nan,False
05Pfd,2184,clearance crushing middlegame veryLong,nan,False
05QdJ,1939,advantage endgame short,nan,False
05Thj,2161,advantage endgame long,nan,False
05Too,2200,advantage clearance endgame short,nan,False
05WvQ,1852,crushing endgame exposedKing long rookEndgame,nan,False
05XCO,2194,crushing endgame long pawnEndgame,nan,True
05XN1,1978,clearance crushing discoveredAttack exposedKing middlegame sacrifice veryLong,nan,False
05Y4u,2086,advantage discoveredAttack long middlegame,nan,False
05YAp,1889,attackingF2F7 crushing discoveredAttack opening short,Queens_Pawn_Game,False
05d4D,1858,crushing discoveredAttack endgame fork long,nan,False
05eZx,1804,advantage endgame short skewer,nan,False
05fU3,2090,crushing discoveredAttack endgame short,nan,False
05fbj,1976,crushing long middlegame pin,nan,False
05fvE,1881,advantage endgame long,nan,False
05h14,2147,crushing long middlegame,nan,False
05hKl,1927,crushing kingsideAttack long middlegame,nan,False
05i3e,1903,attraction crushing discoveredAttack endgame sacrifice veryLong,nan,False
05iKg,1827,crushing opening short,nan,False
05lwN,2132,advancedPawn crushing defensiveMove endgame long,nan,False
05meP,1932,crushing defensiveMove endgame rookEndgame veryLong zugzwang,nan,False
05pbB,1983,crushing defensiveMove endgame pawnEndgame quietMove veryLong zugzwang,nan,False
05q0r,2022,crushing endgame exposedKing long rookEndgame,nan,False
05qM5,1924,advantage deflection endgame short,nan,False
05tPG,1980,advantage bishopEndgame endgame long quietMove,nan,False
05ttp,1898,crushing defensiveMove endgame long,nan,False
05uJg,1923,crushing discoveredAttack long middlegame,nan,False
05uVC,1852,crushing defensiveMove endgame long pawnEndgame quietMove zugzwang,nan,False
05vpY,1976,advancedPawn crushing deflection endgame long promotion rookEndgame,nan,False
05w3r,2141,advantage opening short,Kings_Pawn_Opening,True
05wz4,2076,crushing endgame exposedKing long,nan,False
060ce,2091,crushing endgame long,nan,False
061yF,1964,attraction crushing exposedKing kingsideAttack long master middlegame skewer,nan,False
062Yu,1879,advantage endgame hangingPiece long quietMove,nan,False
062e9,2130,attraction discoveredAttack enPassant endgame mate mateIn4 veryLong,nan,False
063iU,2180,crushing endgame quietMove rookEndgame veryLong,nan,False
0645D,2087,advancedPawn crushing endgame exposedKing veryLong,nan,False
067Xw,1900,advancedPawn advantage endgame quietMove veryLong,nan,False
06ATY,2101,crushing discoveredAttack middlegame short,Indian_Defense,False
06AZU,1932,advantage endgame long master,nan,False
06BqP,2194,advantage endgame short,nan,False
06Cjf,2148,advancedPawn advantage endgame long,nan,False
06FJr,1878,crushing discoveredAttack middlegame pin short,nan,False
06H7v,1928,crushing long middlegame,nan,False
06Iob,1824,advantage endgame short,nan,True
06Jbr,2102,attackingF2F7 crushing discoveredAttack long middlegame sacrifice,Sicilian_Defense,False
06KOZ,2046,advantage discoveredAttack endgame long,nan,False
06Kr3,1925,advantage endgame veryLong,nan,False
06LCt,2012,crushing endgame exposedKing veryLong,nan,False
06LSm,1958,crushing middlegame veryLong,Sicilian_Defense,False
06NfA,2038,discoveredAttack kingsideAttack mate mateIn4 middlegame sacrifice veryLong,nan,False
06QQN,2198,attraction crushing defensiveMove long middlegame,nan,False
06Rbv,1951,crushing kingsideAttack middlegame veryLong,nan,False
06Twx,1837,crushing discoveredAttack fork middlegame short,nan,False
06Xhx,1927,attraction crushing discoveredAttack exposedKing fork middlegame pin veryLong,nan,False
06Xkh,2136,advantage endgame long,nan,False
06ZQR,2139,advantage discoveredAttack endgame long,nan,False
06cxs,2026,advantage defensiveMove master middlegame veryLong,nan,False
06dpU,1945,advantage endgame exposedKing long,nan,False
06f2z,1884,advantage defensiveMove middlegame skewer veryLong,Englund_Gambit_Complex,False
06fTc,2127,castling crushing defensiveMove opening short,Russian_Game,True
06gC0,2153,crushing discoveredAttack kingsideAttack long opening sacrifice,Kings_Indian_Attack,False
06ieO,1909,crushing endgame quietMove rookEndgame veryLong,nan,False
06ix9,1836,advancedPawn advantage endgame promotion veryLong,nan,False
06jbk,1813,crushing long master middlegame,nan,False
06kR6,1907,advantage long opening,Kings_Gambit_Declined,False
06nFy,2048,advantage opening short,Scotch_Game,False
06ndk,1814,advantage long opening,Bishops_Opening,False
06ohI,2174,crushing long middlegame,nan,True
06tPE,1958,advantage endgame long,nan,False
06vMr,2038,advancedPawn crushing endgame pawnEndgame promotion veryLong,nan,False
06xLG,1905,crushing hangingPiece long middlegame,nan,False
06yFQ,1884,advantage endgame kingsideAttack long,nan,True
070XP,1936,crushing endgame pawnEndgame veryLong,nan,False
07246,1804,advantage endgame long,nan,False
073Hj,1845,crushing endgame pawnEndgame quietMove veryLong,nan,False
0741q,1803,advantage middlegame veryLong,nan,False
0758S,2042,advantage middlegame pin veryLong,nan,False
075t1,2165,crushing defensiveMove endgame pawnEndgame veryLong zugzwang,nan,True
077ct,2147,advantage clearance middlegame pin veryLong,Sicilian_Defense,False
078lR,2079,advantage endgame veryLong,nan,False
0793K,1942,crushing long middlegame,nan,False
07CsO,1846,advantage endgame master short,nan,False
07GQq,2144,advantage hangingPiece kingsideAttack middlegame veryLong,nan,False
07KbF,1964,crushing defensiveMove deflection endgame pawnEndgame veryLong,nan,False
07LXI,1939,advantage endgame long master,nan,False
07MJy,1848,advantage deflection endgame master veryLong,nan,False
07O5I,2180,advantage endgame intermezzo short,nan,False
07Pa0,1892,advancedPawn advantage endgame promotion short,nan,False
07Sfh,2065,advantage endgame short,nan,False
07VFI,1811,crushing deflection long middlegame,French_Defense,False
07VLd,1816,advantage long opening pin,nan,False
07WLr,1820,crushing defensiveMove middlegame veryLong,nan,False
07avT,2027,advantage kingsideAttack middlegame veryLong,nan,False
07bMa,1856,crushing middlegame veryLong,nan,False
07c3h,2104,advantage endgame short,nan,False
07d50,1916,crushing opening short,nan,False
07itL,2023,advantage clearance long opening,nan,False
07jGM,1842,crushing middlegame pin veryLong,nan,False
07kro,2080,advancedPawn clearance crushing endgame veryLong,nan,False
07pnx,1967,crushing defensiveMove endgame quietMove veryLong,nan,False
07sDh,1985,advantage defensiveMove endgame rookEndgame short,nan,False
07tc1,1870,advantage endgame long pin,nan,False
07z0K,1821,crushing kingsideAttack middlegame veryLong,nan,False
081MG,2183,advantage defensiveMove endgame knightEndgame short,nan,False
082K4,2109,advantage endgame long pin,nan,False
084DG,2088,advantage hangingPiece opening short,Sicilian_Defense,False
084f5,1933,advantage attraction endgame long master pin,nan,False
085j5,2087,advantage endgame short,nan,False
089nL,1937,advantage endgame long,nan,False
08AkA,1833,crushing endgame veryLong,nan,False
08EmE,1863,advancedPawn crushing endgame quietMove rookEndgame veryLong,nan,False
08FPI,1819,advantage opening short,nan,False
08Gba,2094,advancedPawn crushing middlegame veryLong,nan,False
08GkN,2183,advantage endgame long pin,nan,False
08PuP,1901,advancedPawn advantage endgame exposedKing promotion veryLong,nan,False
08QFG,2183,advantage attraction endgame intermezzo short,nan,False
08Qz4,1921,advantage opening short,Englund_Gambit,False
08R87,1932,advantage endgame short,nan,False
08UZL,2004,crushing middlegame veryLong,nan,False
08VvA,1811,advantage endgame long,nan,False
08Yr2,2155,advantage endgame pin veryLong,nan,False
08ZuN,2137,attackingF2F7 crushing opening short,nan,False
08c1p,1910,advantage endgame short,nan,False
08gFf,2060,crushing defensiveMove endgame intermezzo queenEndgame veryLong,nan,False
08haP,2097,crushing exposedKing middlegame veryLong,nan,False
08kas,1864,crushing defensiveMove endgame veryLong zugzwang,nan,False
08l3f,2059,advantage endgame short,nan,False
08pe5,1890,crushing exposedKing middlegame skewer veryLong,nan,False
08qmH,2011,advancedPawn advantage endgame knightEndgame long master quietMove,nan,False
08sZ4,2159,crushing middlegame quietMove veryLong,nan,False
08tNo,1994,advantage long opening,French_Defense,False
08zYg,2015,advantage endgame long,nan,False
090vc,2011,advancedPawn crushing deflection endgame exposedKing promotion quietMove veryLong,nan,False
096YO,1997,crushing endgame veryLong,nan,False
09ApZ,1984,advantage defensiveMove endgame pin veryLong,nan,False
09CLU,1923,crushing endgame veryLong,nan,False
09Eof,1822,crushing endgame pawnEndgame veryLong,nan,False
09FCL,1979,crushing deflection kingsideAttack middlegame veryLong,nan,False
09G7d,1901,crushing endgame pawnEndgame quietMove veryLong zugzwang,nan,False
09Npd,2170,advancedPawn bishopEndgame crushing endgame veryLong,nan,False
09Opb,1917,advantage middlegame veryLong,Polish_Opening,False
09PCt,2165,advantage intermezzo long opening,Queens_Pawn_Game,False
09PaO,2026,advancedPawn crushing kingsideAttack middlegame veryLong,nan,False
09RN8,1952,crushing endgame veryLong,nan,False
09XFP,2191,advantage endgame long quietMove,nan,False
09XV4,2139,crushing endgame pawnEndgame veryLong zugzwang,nan,False
09cMc,1851,advantage middlegame veryLong,Russian_Game,False
09fmz,2192,crushing long opening,Ruy_Lopez,False
09hUj,1878,advantage hangingPiece long opening,Scandinavian_Defense,True
09hhy,2132,crushing opening short,Four_Knights_Game,False
09lOk,2089,crushing endgame interference master skewer veryLong,nan,False
09nvK,2077,advancedPawn advantage endgame long promotion,nan,False
09x91,2139,advantage middlegame veryLong,nan,False
0A1Mh,2148,advancedPawn advantage endgame long quietMove rookEndgame,nan,False
0A7Tp,1979,crushing defensiveMove endgame queenEndgame veryLong,nan,False
0A8Uz,1937,advantage endgame long,nan,False
0AAe6,1834,crushing endgame pawnEndgame veryLong,nan,False
0ACi2,1804,advantage endgame pin veryLong,nan,False
0AGWj,2175,crushing endgame rookEndgame veryLong,nan,False
0AGfC,2071,crushing deflection middlegame pin veryLong,nan,False
0AUNz,1898,crushing endgame veryLong,nan,False
0AVDV,2107,crushing endgame quietMove veryLong,nan,False
0Aa1N,2119,advantage opening short,Queens_Pawn_Game,True
0Abop,2198,advantage endgame long,nan,False
0Ac3r,2153,advantage endgame exposedKing long master,nan,True
0AikS,2158,advantage opening short,Sicilian_Defense,False
0AlsD,1911,advantage defensiveMove opening short,nan,False
0ApVr,1972,crushing opening short,nan,False
0AsEn,1935,advantage master opening short,East_Indian_Defense,False
0Atht,1867,advancedPawn advantage defensiveMove endgame long,nan,False
0Ayxo,1842,advantage defensiveMove endgame long,nan,False
0AzOY,1901,advantage middlegame pin veryLong,Caro-Kann_Defense,False
0AzTR,1845,crushing long opening,Bishops_Opening,False
0B5dO,1814,crushing opening short,nan,False
0B86j,2113,advantage endgame long pin,nan,False
0BCru,1839,crushing kingsideAttack long opening pin,Italian_Game,True
0BEqL,2089,advantage defensiveMove endgame hangingPiece long,nan,False
0BI1Y,1894,crushing defensiveMove deflection endgame pawnEndgame quietMove veryLong zugzwang,nan,False
0BJ1Y,2142,crushing defensiveMove endgame veryLong,nan,False
0BfDy,2071,advantage hangingPiece long opening,Italian_Game,False
0BiHv,2108,advantage opening short trappedPiece,Kings_Pawn,False
0BpFb,1834,advantage middlegame veryLong,nan,False
0BuQl,1885,crushing middlegame veryLong,English_Opening,False
0C7ni,2147,advantage endgame long quietMove,nan,False
0CGhW,2015,crushing defensiveMove middlegame veryLong,nan,False
0CLEo,1812,advantage master middlegame veryLong,nan,False
0CPg7,2041,advantage defensiveMove middlegame quietMove veryLong,nan,False
0CSRv,2180,advantage hangingPiece master middlegame veryLong,nan,False
0CWQU,2033,advantage defensiveMove endgame hangingPiece long,nan,False
0CWqz,2028,advantage opening short trappedPiece,Italian_Game,False
0CYIj,2005,advantage opening short,nan,False
0CYcA,1939,advantage long opening,Queens_Gambit_Accepted,False
0CZ0y,2120,crushing kingsideAttack middlegame veryLong,nan,False
0CZlk,2198,crushing middlegame veryLong,nan,False
0CozE,1891,crushing opening short,Sicilian_Defense,False
0CrTT,1802,advantage middlegame pin veryLong,Dutch_Defense,False
0CrUZ,1910,advantage long opening,Ruy_Lopez,False
0D0UN,1846,crushing middlegame pin veryLong,Sicilian_Defense,False
0D1Z6,1965,advantage endgame long quietMove,nan,False
0D6hc,1991,advantage long master masterVsMaster opening,Sicilian_Defense,False
0DMtZ,2002,advantage middlegame veryLong,nan,False
0DNdj,1821,advantage endgame long,nan,True
0DQVx,2022,advantage deflection endgame long rookEndgame skewer,nan,False
0DW43,2054,advantage endgame long,nan,False
0DY4i,2193,crushing middlegame veryLong,nan,False
0DkJI,2050,advantage master opening short,Center_Game,False
0Dmw6,1839,advantage opening short,nan,False
0DnVV,2063,advantage opening short,nan,False
0E2IC,2107,advantage defensiveMove endgame long trappedPiece,nan,False
0E3D2,1988,advantage endgame pin veryLong,nan,False
0E8au,2011,advantage opening short,Kings_Gambit_Declined,False
0EHaE,1848,advantage endgame long,nan,False
0EXNA,1833,crushing opening short,Scandinavian_Defense,False
0EYRw,1922,advantage opening short trappedPiece,nan,False
0EmiD,2197,advantage endgame long,nan,False
0Ep7A,2081,advantage long master opening trappedPiece,Indian_Defense,False
0F2gT,1804,advancedPawn crushing middlegame pin quietMove veryLong,nan,False
0F6ua,2143,advantage endgame long pin,nan,False
0F8Kw,1881,crushing deflection opening short,nan,False
0FJpe,1840,crushing long opening,nan,False
0FSYU,2040,advantage long opening,Caro-Kann_Defense,False
0FT9h,1976,advantage clearance endgame long pin,nan,False
0FX0H,1924,advantage opening short,Danish_Gambit,False
0FX0R,2153,crushing opening short,nan,True
0Fhzo,2089,clearance crushing kingsideAttack middlegame veryLong,Zukertort_Opening,False
0FnsD,2178,crushing middlegame skewer veryLong,nan,False
0Fr4H,1841,crushing opening quietMove short,Lasker_Simul_Special,False
0GAMZ,2124,advantage defensiveMove endgame hangingPiece quietMove veryLong,nan,False
0GF5h,2109,crushing deflection opening short,Pirc_Defense,False
0GRBd,2059,attraction crushing exposedKing middlegame pin veryLong,nan,False
0Gcpd,2188,advantage opening short,Mikenas_Defense,False
0GgzA,2022,advantage attraction kingsideAttack middlegame veryLong,Italian_Game,False
0GtQc,2105,crushing defensiveMove middlegame veryLong,nan,False
0H0wM,1801,advantage middlegame veryLong,Modern_Defense,False
0HHqY,1874,advantage long opening,French_Defense,False
0Hwa4,2077,crushing middlegame skewer veryLong,nan,False
0IDaG,1846,advantage opening short,nan,False
0IItD,2024,advantage middlegame veryLong,Benoni_Defense,False
0IQPm,1940,advantage defensiveMove opening short,Queens_Gambit_Declined,False
0IZXZ,2191,crushing kingsideAttack long opening pin,Scotch_Game,False
0IfAP,1956,advantage hangingPiece long opening,nan,True
0IgcZ,1858,advantage long opening pin,Russian_Game,False
0IsPQ,2107,crushing deflection exposedKing middlegame pin veryLong,nan,False
0IvhJ,2154,crushing kingsideAttack long opening,Kings_Gambit_Declined,False
0IxiY,2198,attackingF2F7 crushing deflection middlegame veryLong,nan,False
0JCLs,1862,advantage master opening short,Scandinavian_Defense,False
0JP13,1893,advantage opening short,Queens_Pawn_Game,False
0JQx0,1870,advantage long opening quietMove trappedPiece,Sicilian_Defense,False
0JRct,2071,advantage middlegame veryLong,Queens_Pawn_Game,False
0JaFg,1841,advantage opening short,Sicilian_Defense,False
0JqTP,2191,advantage opening short,Benoni_Defense,False
0JxzW,1826,advantage endgame master pin veryLong,nan,False
0JyZG,1881,crushing opening short,Semi-Slav_Defense,True
0JydZ,1809,advantage middlegame veryLong,Queens_Gambit_Accepted,False
0K2v1,1913,crushing opening pin short,nan,True
0K44B,2029,advantage middlegame pin quietMove veryLong,Center_Game,False
0KBZz,1855,advantage opening short,Russian_Game,False
0KLkD,2033,crushing exposedKing interference long opening,Sicilian_Defense,True
0KeuQ,1936,advantage opening pin short,Kings_Gambit_Accepted,True
0Kfpr,1955,crushing exposedKing master middlegame veryLong,Sicilian_Defense,False
0KkVr,2014,crushing middlegame veryLong,Sicilian_Defense,False
0KmBc,2104,advantage endgame pin veryLong,nan,False
0KrAd,2157,advantage opening short,Kings_Gambit_Accepted,False
0KrBv,1866,advantage endgame veryLong,nan,False
0Kv7r,1944,crushing kingsideAttack middlegame veryLong,nan,False
0KwTT,2084,advantage exposedKing long opening,Kings_Gambit_Accepted,False
0L8Fa,1959,advantage opening short,nan,True
0LAmR,1946,advantage middlegame quietMove veryLong,nan,False
0LBuf,1939,advantage middlegame veryLong,Scotch_Game,False
0LEdv,1846,crushing opening short,nan,False
0LI7g,2122,crushing defensiveMove master opening short,nan,False
0LPbX,1881,advantage master masterVsMaster middlegame veryLong,Queens_Gambit_Accepted,False
0LjGU,2127,advantage middlegame veryLong,nan,False
0MA7S,1827,advantage opening short,Sicilian_Defense,False
0MAN2,1906,crushing opening short,Sicilian_Defense,False
0MQIF,1939,crushing opening short,Sicilian_Defense,False
0MXg9,1982,advantage middlegame veryLong,Old_Indian_Defense,False
0MbZF,1821,clearance crushing long opening,Semi-Slav_Defense,False
0MiTz,2188,advantage middlegame veryLong,nan,False
0Muw7,2000,crushing kingsideAttack middlegame veryLong,nan,False
0Mxgc,1869,advantage defensiveMove middlegame trappedPiece veryLong,French_Defense,False
0MzeU,1887,crushing long opening,Sicilian_Defense,False
0N4S1,1959,crushing middlegame pin veryLong,nan,False
0NOIy,2042,advantage opening short,English_Opening,False
0NUPT,2140,advantage endgame exposedKing veryLong,nan,False
0NYUy,1854,advantage defensiveMove middlegame pin veryLong,Scandinavian_Defense,False
0NfQC,2080,crushing opening short,nan,False
0Nlcb,2103,crushing long opening pin,Pirc_Defense,False
0NmDx,2069,advantage defensiveMove endgame skewer veryLong,nan,False
0NmRM,2068,advantage hangingPiece long opening,Russian_Game,False
0NyPi,1834,crushing opening short,nan,True
0NzU2,2135,advancedPawn advantage endgame veryLong,nan,False
0O2YW,2037,advantage middlegame veryLong,nan,False
0OFQr,1830,advantage defensiveMove long opening,nan,False
0OOee,2183,advancedPawn clearance crushing middlegame veryLong,nan,False
0ORI3,2023,advantage attraction clearance defensiveMove middlegame veryLong,Nimzowitsch_Defense,False
0OSYV,1824,advantage defensiveMove endgame veryLong,nan,False
